Geneid	data/sorted.bam
YJL161W	45
YJR021C	171
YJL070C	276
snR128	29
YJL029C	727
YJR010W	10330
YJR151W-A	0
tD(GUC)J3	0
YJR144W	659
YJL073W	630
YJL022W	0
YJR038C	6
snR37	53
YJR094W-A	5801
YJL052W	966
YJR139C	4802
YJR158W	2
YJL089W	114
YJL077W-B	21
YJL016W	459
YJL127W-A	84
YJR007W	1671
tA(AGC)J	3
YJR096W	293
YJL032W	0
YJR065C	1641
YJL019W	474
YJR082C	405
YJL181W	210
YJR095W	7
YJR086W	362
YJL077C	86
tR(UCU)J2	0
YJR006W	698
YJR072C	865
YJL118W	76
YJL184W	331
YJR133W	733
YJR025C	2068
YJR018W	1
YJL095W	678
YJR147W	475
YJL043W	10
YJL107C	315
YJL012C	1373
YJR121W	11478
YJL145W	757
YJL153C	278
YJL088W	5148
YJR064W	2995
YJL137C	201
YJL074C	901
YJL111W	2880
YJL158C	3062
YJR016C	8327
YJR099W	240
YJL208C	652
YJL048C	930
YJL197W	1016
YJR074W	591
YJL127C-B	383
tD(GUC)J4	3
YJL020W-A	0
YJL078C	1501
YJL165C	599
YJR117W	2029
YJR057W	357
YJR160C	24
YJL134W	992
YJL219W	44
YJL081C	1052
YJL054W	1277
YJR137C	15586
tK(CUU)J	0
YJL038C	84
YJR056C	158
YJL072C	310
YJR152W	203
YJL142C	14
YJL192C	1358
YJR001W	2128
YJR110W	567
YJL190C	11784
YJL182C	0
YJL099W	404
YJL090C	386
YJL055W	1067
YJL085W	491
YJR109C	5777
YJL167W	4251
tM(CAU)J3	0
YJL127C	359
YJR004C	280
YJL036W	528
YJL150W	2
YJL168C	858
YJR036C	129
YJL162C	214
YJR106W	379
YJR043C	400
YJR066W	970
YJL001W	2063
YJR061W	406
YJL212C	537
YJL024C	460
YJR125C	902
YJR051W	606
YJR112W-A	205
YJR050W	199
YJR011C	306
YJR136C	227
YJL200C	9863
YJL188C	279
YJL170C	44
YJL129C	1136
YJR112W	208
YJR103W	591
YJL044C	701
YJL157C	1091
YJR142W	519
YJL034W	8552
YJL183W	1709
YJR031C	827
YJL066C	252
YJR077C	4697
YJL064W	1
YJL136W-A	0
YJR010C-A	270
YJR033C	529
YJL068C	400
YJL112W	975
YJL039C	1809
YJL180C	635
YJL147C	216
YJR116W	191
YJL025W	257
YJR062C	384
YJR090C	964
YJR035W	432
YJL174W	1559
YJL203W	175
YJL014W	3480
YJL027C	3
YJR157W	4
YJR149W	184
YJR154W	153
YJR075W	1745
YJR052W	511
IRT1	104
YJL026C-A	0
tE(UUC)J	0
YJR126C	1076
tL(UAA)J	6
tG(GCC)J1	0
YJL005W	1462
YJL206C	164
YJL100W	489
tT(AGU)J	2
YJL047C-A	6
tD(GUC)J2	0
YJL222W-B	0
YJR076C	1819
YJL217W	393
YJR059W	944
YJR124C	546
YJL143W	1227
YJL059W	278
YJR078W	650
tM(CAU)J2	0
YJL207C	1177
YJL144W	59
YJL125C	852
YJL198W	1021
tD(GUC)J1	0
YJL122W	779
YJL007C	0
YJL225C	106
YJL211C	23
YJR073C	3765
YJR143C	3467
YJL131C	359
YJL177W	6748
YJR032W	648
YJR151C	134
YJR024C	883
YJL140W	1928
YJR068W	640
YJR017C	267
YJR058C	277
YJR101W	1013
YJL026W	1453
YJL096W	727
tM(CAU)J1	1
tR(CCU)J	0
YJR156C	55
YJL063C	907
YJR159W	9
YJR094C	49
tG(GCC)J2	3
YJL028W	3
YJL101C	2101
YJL056C	306
tY(GUA)J1	0
YJR041C	742
YJL080C	3511
YJR091C	1158
YJR013W	522
YJL222W	45
YJL121C	1037
YJL138C	3594
YJR047C	10
YJL151C	373
YJL057C	376
YJL218W	31
YJR087W	0
YJL130C	15601
snR190	25
YJL069C	1220
YJL045W	103
YJL091C	625
YJL033W	1197
YJR122W	699
YJL041W	1328
tR(UCU)J1	0
YJL065C	50
YJR148W	484
YJL123C	1716
YJL046W	505
YJR123W	31865
YJR118C	884
YJL071W	675
YJR015W	1329
YJR102C	215
YJL004C	414
YJL155C	367
YJL154C	859
YJR107W	324
YJL035C	238
YJR089W	487
YJL042W	1330
YJL169W	12
YJL115W	868
YJR003C	565
YJL116C	212
YJL053W	438
YJL124C	913
YJR104C	7550
YJL105W	132
YJL215C	18
YJR070C	1779
YJR097W	391
YJL126W	258
YJL214W	108
YJL166W	160
YJL023C	170
YJL094C	789
YJR054W	539
YJR141W	308
YJL191W	1889
YJR135C	128
YJL049W	443
YJR155W	191
YJL109C	3068
YJL013C	454
YJL141C	486
YJL133C-A	2078
YJL178C	1110
YJR022W	0
YJL062W	843
YJL197C-A	0
YJL082W	630
YJL120W	7
YJL098W	1015
YJL152W	1
YJR162C	0
YJL196C	2066
YJL003W	207
YJL015C	3
YJL075C	10
YJR020W	2
YJL205C	119
YJR113C	386
YJR111C	333
YJR055W	141
tY(GUA)J2	0
YJL148W	1394
tS(AGA)J	2
YJL097W	953
YJL031C	511
YJR132W	1241
YJL092W	879
YJL083W	136
YJL175W	0
YJL225W-A	0
snR60	3
YJL102W	638
YJL077W-A	0
YJL052C-A	3
YJR083C	175
YJL128C	827
YJR005C-A	6
YJR042W	1624
YJL209W	535
YJL087C	612
YJR127C	989
YJL210W	197
YJR134C	838
YJL076W	1830
YJR027W	1959
YJL113W	0
YJR026W	0
YJR028W	0
YJL114W	0
YJR029W	1739
YKL103C	781
tL(UAA)K	0
YKL131W	2
tV(AAC)K1	0
tT(CGU)K	2
snR69	13
YKR004C	242
YKR092C	1657
YKL002W	926
tA(AGC)K1	0
YKL173W	755
YKL061W	164
YKL139W	413
YKL180W	8970
YKL004W	1414
YKL143W	985
YKL062W	787
YKL172W	2592
YKR014C	950
YKL149C	251
YKR099W	500
YKL110C	634
YKL094W	1440
YKR094C	10030
YKR058W	247
YKL183C-A	40
YKR052C	222
YKL157W	2142
YKL068W-A	712
YKR062W	491
YKL091C	284
YKR073C	24
YKR087C	373
YKL070W	168
YKR038C	955
YKR048C	2393
YKL096W-A	4996
YKL014C	1735
YKR082W	1455
YKR045C	105
YKL018C-A	280
YKL126W	1753
YKR072C	932
YKR075W-A	0
YKL074C	439
YKL087C	845
YKL018W	339
YKL135C	990
YKL112W	1066
YKR085C	749
YKR102W	152
YKL217W	141
YKR044W	433
YKR080W	3077
YKL065W-A	25
YKL156C-A	0
YKR068C	708
YKR027W	417
YKL081W	10257
YKR022C	364
YKL083W	5
YKL198C	432
YKR007W	276
YKR078W	219
YKR001C	2107
YKR025W	482
YKL124W	214
YKR095W	2343
YKL129C	558
YKL100C	1114
YKL041W	569
YKL221W	25
YKL031W	9
YKR074W	1296
YKL138C	602
YKL063C	551
tK(UUU)K	0
YKL024C	700
YKL086W	15
YKL073W	1258
YKR006C	911
YKL034W	610
YKL118W	1
YKL104C	2342
YKL191W	1105
YKR042W	6192
YKR013W	986
YKR101W	266
YKL039W	1666
YKL214C	274
YKL155C	894
YKL116C	475
YKR089C	817
YKR018C	1808
YKR079C	853
YKL153W	625
YKL027W	844
YKL100W-A	0
YKL035W	2043
YKL084W	230
YKL207W	1463
YKR066C	808
YKL117W	3796
YKL140W	612
YKL007W	742
YKL051W	601
YKL022C	644
YKL021C	1077
YKL148C	1390
YKL038W	524
YKL125W	660
YKL048C	354
YKL053W	2
YKR093W	214
YKL201C	886
YKL123W	3
YKL224C	0
YKL077W	2080
YKR103W	173
YKR104W	65
YKR024C	742
YKR056W	945
YKL203C	1002
YKR054C	1197
YKR057W	7659
YKL133C	117
tH(GUG)K	0
YKL122C	650
YKR100C	664
YKR083C	259
YKL225W	1
YKL189W	235
YKL113C	917
tV(AAC)K2	3
YKL213C	1152
YKL154W	730
YKR063C	511
YKL163W	87
YKL174C	617
YKL134C	527
YKR011C	577
YKL005C	471
YKL069W	309
YKL006W	9883
YKL187C	227
YKL111C	2
YKR035W-A	0
YKL182W	12070
YKL099C	537
YKL179C	851
YKL047W	452
YKL049C	353
YKL220C	154
YKL183W	461
YKL181W	3205
YKL088W	852
YKL209C	3549
tL(CAA)K	3
YKR019C	262
YKR012C	7
YKL166C	602
YKL016C	2165
YKR086W	571
tR(ACG)K	2
YKL141W	1427
YKL065C	1236
YKL013C	826
YKL040C	779
YKR061W	334
YKL096W	1271
YKR050W	319
YKL170W	58
YKR046C	2063
YKL210W	4576
YKR002W	759
YKL015W	1239
snR87	21
YKL009W	2190
YKL108W	239
YKR097W	49
YKL071W	139
YKL075C	344
YKL206C	385
tD(GUC)K	0
YKL195W	3275
YKL130C	468
YKL064W	1286
YKR026C	668
YKL076C	27
YKL188C	185
YKL196C	2130
snR42	38
YKR105C	95
YKL109W	1407
YKR071C	2911
YKL168C	343
YKL102C	9
YKR090W	540
YKR036C	664
YKL202W	25
YKR084C	1079
YKL216W	2139
YKR055W	282
YKL219W	368
YKL020C	934
YKL178C	87
YKL067W	1085
YKL097C	2
YKL095W	192
YKR031C	1054
YKL036C	10
YKR088C	799
YKL151C	410
YKL105C	841
YKL169C	1
YKL150W	2311
YKL023C-A	356
YKL138C-A	349
YKL082C	886
YKR070W	534
YKR021W	710
YKR016W	1604
YKR033C	0
YKR059W	6521
YKR069W	2967
YKR053C	205
YKL218C	1037
YKL167C	509
tE(UUC)K	0
YKL142W	739
YKL011C	305
YKL160W	1083
YKL144C	443
YKL055C	61
YKR043C	2699
YKR039W	1326
YKL019W	553
YKL184W	854
YKR029C	414
YKL176C	1359
YKL033W-A	984
YKL090W	301
YKR041W	20
YKL010C	1055
YKL032C	1003
YKR051W	333
YKR098C	217
YKL175W	1143
YKL120W	3545
YKL222C	237
YKL092C	624
YKL068W	1743
YKR009C	218
tA(AGC)K2	0
YKR028W	2014
YKR076W	182
YKR106W	157
YKL197C	370
YKL152C	21049
YKL093W	154
YKL080W	2997
YKL185W	933
YKR081C	1147
YKR035C	0
YKL101W	2993
YKR008W	870
tW(CCA)K	0
YKL056C	19956
YKL156W	1064
YKL162C	86
YKL192C	1373
YKR064W	572
YKL017C	294
YKL204W	740
YKL190W	842
YKL211C	1986
YKL115C	31
YKL107W	26
YKL127W	1143
YKL165C-A	68
YKR049C	154
YKL052C	308
YKL053C-A	638
YKL121W	333
tN(GUU)K	6
YKL050C	181
YKL194C	420
YKR037C	282
YKL059C	478
YKL205W	1172
YKL137W	746
YKR015C	142
YKL146W	660
YKR003W	565
YKL028W	1043
YKR010C	470
YKL193C	331
tK(CUU)K	3
YKL212W	2239
YKL147C	2
YKL054C	3152
snR38	18
YKR096W	679
YKL006C-A	332
YKL164C	3512
YKL145W-A	0
YKL026C	64
YKL044W	525
YKL089W	339
YKR077W	287
YKR095W-A	179
YKL079W	547
YKL161C	390
YKL159C	171
YKR030W	536
YKL037W	24
YKL042W	284
YKR020W	297
YKL012W	702
YKL106W	947
YKR075C	93
YKR065C	1004
YKL043W	3030
YKL045W	714
YKR060W	361
YKL085W	2030
YKL165C	1479
YKL003C	564
YKL072W	321
YKL177W	1
YKL186C	535
snR64	5
YKR032W	1
YKL132C	81
YKL223W	2
YKL078W	458
YKL001C	7546
YKR040C	0
YKL046C	1934
YKR017C	254
YKL058W	899
YKL208W	235
YKR005C	108
YKR034W	9
YKL060C	99263
YKL030W	9
YKL162C-A	21
YKR091W	208
YKL096C-B	4
YKL171W	477
YKL025C	555
YKL023W	361
tR(UCU)K	2
YKL215C	738
YKL136W	22
YKL033W	507
YKR023W	423
YKR067W	708
YKL098W	351
YKL114C	981
YKL145W	3958
YKL057C	1393
YKL106C-A	1
YKL128C	813
YKL008C	492
YKL029C	4578
YKR047W	21
YKL066W	118
YKL119C	226
YEL041W	159
YER011W	34
YER158W-A	17
snR53	4
YER056C-A	4589
YEL067C	52
YEL054C	1619
YEL047C	652
YER146W	7
YER159C	566
YER084W	19
YER183C	289
YEL009C-A	1
YEL059C-A	43
YER172C	982
YER092W	540
YEL008C-A	0
YEL032W	873
YEL010W	6
YEL040W	6365
YEL059W	21
YER105C	1892
YEL053C	658
YEL046C	1149
YER137C	13
YER013W	553
YER147C-A	322
YEL036C	1692
YER094C	2340
YER038C	154
YEL034W	0
YER144C	489
YER069W	5647
YEL066W	143
YER161C	858
YER131W	9742
YER027C	699
tH(GUG)E2	7
YER088C-A	42
YER002W	1092
YEL062W	257
YEL074W	0
YER142C	380
YER035W	144
YER145C	6872
YER176W	1056
YER071C	215
YER150W	141
YER177W	9853
YER123W	603
YEL018W	85
YER116C	176
YER043C	9790
YEL004W	204
YER141W	2308
YER170W	264
YER047C	534
YER132C	568
YEL068C	123
YER080W	976
YER052C	4619
YER070W	3188
YEL007W	1211
tE(UUC)E2	0
YER068C-A	5
YER115C	144
tS(AGA)E	0
YER076C	189
YEL021W	1055
YEL026W	1477
YER040W	436
YEL016C	502
YER012W	2046
YER190W	17
YER185W	57
YER189W	15
YEL060C	1900
YEL052W	725
YER149C	261
YER111C	805
YER081W	4587
YER010C	380
YER018C	328
YEL076C	19
YEL018C-A	0
YER072W	1206
YER093C	571
YER178W	3578
YER030W	1124
YER128W	165
YER003C	2208
YER163C	352
YEL005C	143
YER173W	217
YEL065W	236
YEL055C	1753
YER029C	400
YER089C	1015
YER179W	40
YEL011W	350
YER166W	1956
YER061C	545
YER082C	1106
YER118C	811
YER152C	536
YER107C	462
YER020W	1015
YER125W	1889
YER122C	2745
YER038W-A	0
YER057C	781
YEL033W	234
YER006W	1708
YER007W	197
YER078W-A	1
tA(UGC)E	0
YEL002C	2296
YEL064C	217
YER103W	951
YER007C-A	918
snR80	8
YER093C-A	186
YER120W	1143
YER033C	269
YER054C	111
tV(AAC)E2	0
YER164W	1506
YER139C	252
snR52	2
YEL042W	2317
YER190C-A	0
tS(UGA)E	1
YER008C	1430
YER114C	1090
YER034W	144
YEL008W	7
YER014W	397
YER143W	709
YER053C-A	1061
YER028C	107
YER048C	1358
YER044C	1297
YEL039C	36
YER053C	303
tQ(UUG)E1	2
YEL034C-A	5
YER155C	2546
snR4	150
YER050C	716
YER031C	1059
YER037W	97
YEL049W	29
tQ(UUG)E2	0
YEL006W	601
YER100W	739
YER181C	2
YER015W	250
YER129W	1093
YER172C-A	0
tR(UCU)E	0
YEL072W	538
YEL075C	5
YER048W-A	748
YER051W	284
YER171W	986
YER078C	596
YER169W	429
YEL003W	1097
YEL077W-A	0
YEL017C-A	2451
YER133W	3581
YER152W-A	0
YER060W	620
YER186C	621
YER188W	102
YEL045C	4
YER022W	680
YER148W-A	2
YER157W	569
YER014C-A	0
YEL076C-A	2
YEL038W	174
YER066W	108
YER098W	318
YEL035C	10
RPR1	70
YER063W	1104
YER127W	696
YER154W	1161
YER032W	672
YER180C-A	84
YEL071W	16859
tK(CUU)E2	0
YEL057C	34
YEL069C	5
YEL043W	1045
YER096W	55
YER017C	1781
YEL019C	67
YER009W	2376
YER104W	158
YER067W	0
SCR1	197
YER044C-A	28
YER101C	221
YER121W	34
YER019C-A	871
tE(UUC)E1	2
YEL050C	1420
YER062C	973
YER006C-A	3
YER016W	785
YEL025C	997
YER024W	649
YER023W	1188
YER079W	179
YER136W	1742
YER151C	1356
YEL029C	645
YER065C	388
YEL050W-A	19
YER085C	0
YER147C	365
YER064C	190
YER119C	482
YEL020C-B	1
YER068W	708
YER158C	332
YER138W-A	1
YER130C	513
YEL015W	1115
tK(CUU)E1	0
YER153C	82
YER137W-A	0
YER113C	925
YEL030W	177
YER083C	589
YER167W	650
YEL032C-A	0
YEL073C	65
tV(AAC)E1	0
YER005W	691
YER102W	8529
YER046W	67
YER023C-A	0
YEL031W	5654
YER075C	656
YER073W	3683
YEL027W	6764
YEL024W	3204
YER049W	2327
YER175W-A	27
YEL037C	2352
YER134C	115
YER088C	739
YER175C	451
tG(GCC)E	2
YER021W	3059
YER004W	1429
YER087C-A	8
YEL017W	477
YER106W	15
YER066C-A	30
YER117W	13564
YER145C-A	26
YER076W-A	23
YER187W	57
snR14	7
YER046W-A	0
YER168C	550
YER124C	1783
SRG1	106
YER095W	907
YEL028W	58
YER045C	152
YER088W-B	0
YER086W	4027
YER188C-A	12
YER148W	783
YEL022W	1430
YEL001C	1275
YER056C	4980
YER087C-B	1190
YEL013W	1208
YER074W	13309
tE(UUC)E3	0
YER133W-A	25
YER119C-A	6
YEL063C	2058
YEL051W	2157
YER190C-B	0
YEL061C	846
YER059W	326
YER091C-A	1
YER140W	389
YEL056W	530
YER084W-A	0
YER036C	2976
YEL009C	11018
YER079C-A	0
YEL053W-A	4
tM(CAU)E	2
YEL030C-A	2
YEL014C	45
YER156C	1271
YER162C	372
YER090W	2029
YER074W-A	501
YER041W	314
YER165C-A	35
YER097W	21
YER112W	615
YER090C-A	0
YER067C-A	0
snR67	34
tH(GUG)E1	0
YER174C	567
YER107W-A	69
YER026C	2905
YER099C	528
YEL048C	236
YEL070W	5
YER025W	3432
YEL075W-A	1
YER126C	1431
tI(AAU)E1	0
YER182W	443
YER165W	6084
YEL058W	1821
YER060W-A	343
YER184C	135
YEL012W	285
YEL020W-A	236
YER077C	472
YER039C	52
YER042W	1206
YER019W	715
YER039C-A	45
YER058W	396
YER110C	3282
YER135C	6
YEL023C	329
YEL077C	190
tI(AAU)E2	0
YER001W	4373
YEL020C	231
YEL044W	659
YER180C	196
YER087W	358
YER055C	7895
tR(ACG)E	0
YER091C	40105
YER138C	45
YER137C-A	0
YER159C-A	0
YER160C	63
YHR094C	847
YHL031C	71
YHL002W	329
YHR219C-A	0
YHR045W	1020
YHR084W	832
YHR126C	6
tS(AGA)H	0
YHR125W	5
YHR206W	967
YHR097C	487
YHR005C-A	2304
YHR193C-A	1
YHR007C	11996
YHR214C-D	1
YHR212W-A	0
YHR184W	65
YHR132C	1186
YHR182C-A	0
YHR025W	2167
YHR055C	0
YHR073W	1490
YHL015W-A	3
YHR064C	4006
YHL041W	2
YHR143W	3470
YHR052W-A	0
YHL047C	0
YHR175W-A	67
YHR003C	739
YHL032C	567
YHR154W	1094
YHR031C	462
YHL042W	86
YHR022C-A	12
YHR180C-B	0
YHR106W	353
YHR186C	1056
YHL029C	540
YHR048W	199
YHR039C-A	2170
YHR073W-A	0
YHR035W	79
YHR165C	1591
YHL006C	55
YHL025W	626
YHR172W	482
YHR002W	180
YHR016C	408
RUF5-2	47
YHR079C	686
YHR169W	672
YHR054C	51
YHR065C	1260
YHR088W	536
tH(GUG)H	2
YHR093W	10
YHL036W	650
YHR100C	245
YHR105W	96
YHR056C	400
YHR135C	1554
YHR180W	113
YHR086W	521
YHR146W	1704
YHR195W	477
YHR119W	753
YHR033W	265
YHR024C	1304
YHL043W	66
YHL039W	889
YHR059W	414
YHL048C-A	0
YHR026W	1959
YHR160C	71
YHR085W	361
YHR113W	735
YHR175W	599
YHR148W	460
YHR208W	8148
YHR001W	780
YHR131C	504
YHR049C-A	47
YHR086W-A	15
YHR141C	10886
YHR170W	1970
YHL021C	596
YHR078W	630
YHR007C-A	24
YHL044W	24
YHR214W-A	32
YHR161C	1384
YHR074W	1523
YHR164C	631
YHL006W-A	30
YHR204W	720
YHL002C-A	0
YHL030W-A	0
tF(GAA)H2	0
YHR163W	2181
YHL046C	1
YHR056W-A	0
YHL004W	1354
YHL009C	236
YHR138C	273
YHR166C	380
YHR151C	251
YHL014C	364
YHR021C	6930
YHR198C	604
YHL034C	1796
YHR124W	161
YHR011W	430
YHR096C	210
YHR185C	4
YHR190W	2805
YHR075C	117
YHR117W	868
YHR109W	222
YHR207C	517
YHR132W-A	350
YHR015W	146
YHL015W	24785
YHR090C	270
YHR189W	95
YHR001W-A	1398
YHR070C-A	48
YHR108W	1598
YHR006W	818
YHR147C	888
YHR180W-A	1
YHR092C	16897
YHR080C	721
YHL045W	1
YHR022C	14
YHL027W	1163
YHL003C	1922
YHR070W	274
YHR150W	328
YHR133C	1046
YHR215W	78
YHL020C	1114
YHR101C	254
YHR046C	501
YHR095W	0
YHR182W	288
YHR098C	1838
YHR145C	3
YHR120W	641
YHL030W	1898
tV(CAC)H	0
YHR051W	2523
YHR130C	47
YHR149C	1039
YHR127W	447
YHR194W	244
YHR213W-A	7
YHR032C-A	4
YHR203C	11430
YHR168W	309
YHR167W	196
YHR050W	650
YHR112C	1829
YHR027C	6427
YHR214C-E	0
YHR214W	15
YHR188C	1288
YHL023C	918
YHR099W	2195
YHR196W	1475
YHR177W	253
YHR174W	88265
YHR199C-A	109
YHR034C	248
YHR179W	5997
YHR014W	40
YHR171W	157
tF(GAA)H1	0
YHR121W	1042
YHR116W	229
YHR087W	284
YHR176W	311
YHR173C	37
YHL010C	170
YHR102W	567
YHR063C	1146
YHR050W-A	127
YHR137C-A	0
YHL017W	746
YHL035C	580
YHR043C	456
YHR115C	648
YHL007C	1262
YHR018C	8213
YHR076W	702
YHL019C	213
YHR061C	182
tV(AAC)H	0
snR32	22
YHR068W	2670
YHR218W-A	4
YHR037W	1499
YHR012W	737
YHR144C	304
YHR077C	1791
YHR156C	156
YHR217C	0
YHR036W	361
YHR091C	643
YHR052W	1481
YHR123W	838
YHR009C	1599
YHL018W	37
YHL012W	134
YHR211W	323
YHR155W	586
RUF5-1	12
YHR139C	45
YHR032W-A	47
tA(AGC)H	4
YHR210C	65
YHR072W-A	1741
YHR140W	79
YHR044C	101
YHL016C	111
tP(UGG)H	0
YHR202W	277
YHR019C	5084
YHL034W-A	24
YHR213W-B	48
YHR104W	775
YHR083W	671
YHR165W-A	0
YHL022C	60
YHR032W	1174
YHR008C	1858
YHL038C	629
YHR071C-A	0
YHR081W	516
YHL050W-A	0
YHL028W	458
YHR073C-B	0
YHL033C	8032
YHR066W	973
YHR029C	595
YHR178W	311
YHR063W-A	13
YHR040W	443
YHR192W	480
YHR017W	492
YHR004C	372
YHL040C	451
YHR191C	170
YHR201C	900
YHR103W	927
YHR213W	3
YHR153C	55
YHR082C	1345
YHR069C-A	0
YHR020W	4209
YHR057C	810
YHL024W	288
YHR128W	1165
tQ(UUG)H	0
YHR047C	848
YHL026C	194
YHR197W	959
YHR028C	1719
YHR134W	182
YHR122W	669
YHR067W	290
YHL037C	7
YHR013C	664
YHR137W	35
tT(AGU)H	0
YHR158C	906
YHR038W	290
YHR042W	3160
YHR028W-A	0
YHL049C	4
YHR041C	367
YHR069C	611
YHR200W	1965
YHR053C	0
YHR218W	12
YHR021W-A	10
YHR114W	652
YHR039C	3307
YHL019W-A	0
YHR152W	341
YHL046W-A	0
YHL011C	2332
YHR129C	313
YHR199C	621
YHR159W	199
YHR193C	5319
YHR030C	1035
YHL050C	11
YHR162W	5248
YHR089C	2524
YHL005C	3
YHR010W	16425
YHR079C-A	4
YHR212C	0
YHR005C	999
YHR187W	420
YHR183W	8125
YHR205W	1488
YHR139C-A	9
YHR111W	660
YHR049W	961
YHR131W-A	6
YHR072W	1863
YHR209W	151
YHR107C	969
YHR071W	790
snR71	9
YHR216W	1229
YHL013C	392
YHR060W	434
YHR143W-A	794
YHR142W	998
YHR058C	232
YHL008C	39
YHR054W-A	0
YHR118C	341
tT(UGU)H	0
YHL048W	5
YHR157W	19
YHR110W	566
YHR023W	1249
YHR062C	380
YHR219W	22
YHR136C	16
YHL001W	3889
YHR181W	523
YHR214C-B	42
YHL009W-B	0
YHR214C-C	0
YHL009W-A	0
YIR015W	150
YIL156W-A	0
YIL115W-A	5
YIL086C	5
YIL156W-B	271
tT(AGU)I2	0
YIL146C	218
YIL010W	417
YIL117C	444
YIL050W	719
YIL107C	398
YIL150C	183
YIL165C	229
YIL045W	167
YIL126W	2648
YIL158W	381
YIR018W	336
YIR039C	180
YIL082W	0
YIL056W	553
YIL161W	242
tS(UGA)I	0
YIL119C	442
YIL016W	601
YIL144W	528
YIL026C	830
tD(GUC)I1	0
YIL163C	61
YIL139C	190
YIL171W	15
YIL068C	601
YIL065C	254
YIL098C	294
YIL141W	12
YIL009W	1642
YIR021W-A	0
YIR020C-B	0
YIL044C	523
YIR020W-A	0
YIR004W	1173
YIL092W	170
tD(GUC)I2	0
YIL136W	368
YIR022W	794
YIL002W-A	524
YIL066W-A	0
YIL133C	6571
YIL123W	2845
YIR001C	550
YIL153W	378
YIR002C	797
YIL108W	619
YIR023C-A	0
YIL067C	409
YIR019C	605
YIL028W	22
YIL134W	366
YIL159W	368
YIL011W	244
YIL110W	744
YIL131C	741
YIL128W	743
YIL064W	549
YIL071C	101
YIL147C	1011
YIL149C	1591
YIL106W	468
YIL005W	777
YIL169C	1056
YIL004C	479
YIR014W	70
tE(CUC)I	0
YIR033W	746
YIL105C	559
YIL057C	5
YIL017C	381
YIL132C	88
YIL070C	1607
YIL051C	1523
YIL118W	1032
YIL097W	133
YIR034C	3768
YIL109C	2866
YIL102C-A	110
YIL105W-A	0
YIL084C	227
YIL039W	1670
YIR003W	739
YIR031C	435
YIL074C	7752
YIL022W	1710
YIL030C	2489
YIL140W	797
YIL031W	333
YIL014W	931
YIL137C	743
YIR037W	742
YIL127C	619
YIL143C	905
YIL079C	487
YIR008C	393
YIL040W	391
YIL129C	1309
YIL100C-A	0
YIL124W	814
YIL042C	204
YIL115C	1336
YIL035C	1137
YIL176C	0
YIL006W	113
YIL048W	1090
YIL066C	58
YIR029W	201
YIR018C-A	49
YIL094C	11300
YIL103W	733
YIL155C	603
YIL152W	164
YIL046W-A	2
YIL002C	705
YIR030W-A	2
YIL047C-A	7
YIL156W	479
YIR012W	1380
YIL112W	1024
YIL025C	7
YIL175W	0
YIL100W	0
YIR026C	598
YIR025W	181
YIR042C	299
YIL075C	6340
YIL068W-A	2
YIL063C	726
YIL018W	20678
YIL027C	674
YIL085C	964
snR68	82
YIL008W	713
YIL030W-A	0
YIL076W	1302
YIR036W-A	0
YIL029C	96
YIR023W	586
tT(AGU)I1	5
YIL053W	9147
YIL101C	148
YIL120W	164
YIL174W	0
YIL032C	8
YIL142C-A	0
YIL164C	355
YIL096C	415
YIL160C	63
YIL134C-A	2
YIL062C	462
YIL151C	833
YIL059C	0
YIR030C	120
YIL083C	494
YIL019W	617
YIL020C-A	23
YIL099W	27
YIL093C	784
YIR024C	276
YIL135C	750
YIL020C	390
YIL023C	511
YIL177W-A	0
YIL037C	98
YIL142W	2118
YIR041W	4
YIL034C	819
YIL073C	203
YIL091C	914
YIL078W	7123
YIL052C	7796
YIR017C	5
YIL125W	1853
YIL154C	356
PWR1	0
YIL138C	1175
YIL130W	667
YIL071W-A	5
YIL043C	3063
YIR013C	4
YIL055C	215
YIL014C-A	529
YIL049W	191
YIL162W	872
YIL104C	303
YIL077C	214
YIR032C	133
YIL007C	230
YIL021W	472
YIR020C	0
YIL038C	1230
YIR011C	650
YIL046W	915
YIL157C	294
YIL171W-A	0
YIL121W	130
YIL170W	68
YIR038C	331
YIR027C	116
YIL088C	1255
YIR028W	66
YIL001W	225
tK(CUU)I	0
YIL173W	28
tE(UUC)I	0
YIL177C	72
YIL054W	6
YIL148W	10557
YIR017W-A	0
YIL145C	567
YIR006C	2403
YIL013C	474
YIL114C	397
YIR035C	513
YIR007W	193
YIL113W	35
YIL036W	570
YIR010W	643
YIL033C	1080
YIR009W	126
YIL041W	1797
YIL087C	244
ICR1	87
YIR036C	147
YIL122W	140
tI(AAU)I2	1
YIL021C-A	0
YIL090W	837
YIL012W	12
YIL024C	98
YIL111W	100
YIL095W	455
YIL029W-A	0
YIL089W	153
YIL166C	140
YIL060W	0
tI(AAU)I1	0
YIL009C-A	291
YIL061C	200
YIR040C	6
YIL102C	6
YIL069C	6699
YIR016W	209
YIR021W	105
YIL172C	0
YIL072W	84
YIL058W	16
YIL047C	1376
YIL015W	1450
YIR005W	214
YIL116W	3309
YIL003W	250
YIL082W-A	38
YCR031C	10996
YCL011C	2209
YCL040W	1183
YCR052W	622
YCR100C	124
YCR107W	0
YCL002C	533
YCL024W	391
YCR060W	212
YCR071C	533
YCR007C	100
YCL012C	170
YCR081C-A	0
YCR036W	761
